timestamp,target_aqi,feels_like,o3,aqi_rolling_mean_24h,no2,pm10_rolling_mean_24h,aqi_rolling_mean_12h,precipitation,aqi_rolling_mean_48h,aqi_rolling_std_24h,aqi_change_3h,aqi_lag_48h,aqi_lag_24h,aqi_lag_3h,day_of_week,aqi_lag_12h,pm10_rolling_mean_3h,pm25_lag_12h,temperature,humidity,pm10_lag_3h,pm10_lag_6h,co,aqi_lag_1h,pm10_lag_1h
2026-08-18 13:00:00+00:00,107.0,35.92,71.35,148.58333333333334,5.94,72.6,142.66666666666666,0.0,148.97916666666666,24.833211749531557,-34.0,110.0,152.0,153.0,1,98.0,72.09999999999995,34.5,29.5,79,83.6,85.9,215.35,121.0,56.6
